"ENSG00000000003","TSPAN6"
"ENSG00000270157","AC004918.3"
"ENSG00000270159","AC018695.3"
"ENSG00000270160","AP001995.2"
"ENSG00000270164","LINC01480"
"ENSG00000270165","AC010530.1"
"ENSG00000270166","AL390838.2"
"ENSG00000270168","AC004233.2"
"ENSG00000270170","NCBP2-AS2"
"ENSG00000270171","AL359881.3"
"ENSG00000270174","AL022097.1"
"ENSG00000270175","AC023509.4"
"ENSG00000270177","AC104109.2"
"ENSG00000270178","AC007687.1"
"ENSG00000270179","AP002840.2"
"ENSG00000270181","BIVM-ERCC5"
"ENSG00000270182","AC004080.4"
"ENSG00000270184","AC018695.4"
"ENSG00000270185","IGHD1OR15-1B"
"ENSG00000270187","IGKV1OR2-11"
"ENSG00000270188","MTRNR2L11"
"ENSG00000270190","AC068491.3"
"ENSG00000270191","BNIP3P31"
"ENSG00000270192","MRPS35P3"
"ENSG00000270193","AC009237.12"
"ENSG00000270194","AC097359.2"
"ENSG00000270195","AC016773.1"
"ENSG00000270196","AC007255.2"
"ENSG00000270200","AC005229.3"
"ENSG00000270202","AP003973.1"
"ENSG00000270204","AC020549.2"
"ENSG00000270207","AC068313.1"
"ENSG00000270209","AL035411.2"
"ENSG00000270210","AC104695.2"
"ENSG00000270212","AC008738.6"
"ENSG00000270218","AC013553.2"
"ENSG00000270222","DUXAP11"
"ENSG00000270225","MTCO2P22"
"ENSG00000270226","AC006548.2"
"ENSG00000270228","AC079880.1"
"ENSG00000270230","MTND6P22"
"ENSG00000270231","NBPF8"
"ENSG00000270232","MTCYBP22"
"ENSG00000270234","AL355333.1"
"ENSG00000270236","AL162730.1"
"ENSG00000270240","AC015849.1"
"ENSG00000270241","AC115286.1"
"ENSG00000270242","ACTR3BP1"
"ENSG00000270243","AC022217.4"
"ENSG00000270244","AC104687.2"
"ENSG00000270248","AC011468.4"
"ENSG00000270249","AC093668.1"
"ENSG00000270251","AL670379.1"
"ENSG00000270252","IGKV3OR2-5"
"ENSG00000270255","AC009884.2"
"ENSG00000270257","AC096720.1"
"ENSG00000270258","DUXAP4"
"ENSG00000270259","BX255925.2"
"ENSG00000270264","AC004686.1"
"ENSG00000270265","AC104819.3"
"ENSG00000270268","AL009028.1"
"ENSG00000270269","IMMP1LP1"
"ENSG00000270270","BNIP3P10"
"ENSG00000270273","AC121334.2"
"ENSG00000270275","TRMT112P7"
"ENSG00000270276","HIST2H4B"
"ENSG00000270277","AC009948.3"
"ENSG00000270279","AL132655.3"
"ENSG00000270280","AL451086.1"
"ENSG00000270281","AC020910.2"
"ENSG00000270282","AL096855.2"
"ENSG00000270285","AC124916.2"
"ENSG00000270287","AL359704.2"
"ENSG00000270289","AC012669.1"
"ENSG00000270292","AC079880.2"
"ENSG00000270293","AC025588.2"
"ENSG00000270294","XIAPP1"
"ENSG00000270296","STX8P1"
"ENSG00000270299","AL121758.1"
"ENSG00000270300","PHACTR2P1"
"ENSG00000270301","AC174071.1"
"ENSG00000270302","AC080078.1"
"ENSG00000270304","AC087283.1"
"ENSG00000270306","AL158050.2"
"ENSG00000270307","MTATP6P2"
"ENSG00000270308","AL137843.1"
"ENSG00000270313","COX6CP16"
"ENSG00000270314","AC007161.2"
"ENSG00000270316","BORCS7-ASMT"
"ENSG00000270317","AC004004.1"
"ENSG00000270318","IGHV3OR16-11"
"ENSG00000270321","AC007953.2"
"ENSG00000270322","AC091167.4"
"ENSG00000270323","AP000860.1"
"ENSG00000270324","AC005972.2"
"ENSG00000270325","BNIP3P9"
"ENSG00000270326","AL021997.1"
"ENSG00000270328","AC009597.2"
"ENSG00000270330","AL009183.1"
"ENSG00000270332","SMC2-AS1"
"ENSG00000270333","AL390123.1"
"ENSG00000270335","AC093159.2"
"ENSG00000270336","AC105148.1"
"ENSG00000270339","AC243756.1"
"ENSG00000270342","AL499605.1"
"ENSG00000270343","UNGP3"
"ENSG00000270344","POC1B-AS1"
"ENSG00000270347","AC011453.2"
"ENSG00000270350","MTND4LP5"
"ENSG00000270352","AC022387.2"
"ENSG00000270354","AC012368.3"
"ENSG00000270356","IGHV1OR15-4"
"ENSG00000270359","AL358335.3"
"ENSG00000270361","AL451085.1"
"ENSG00000270362","HMGN3-AS1"
"ENSG00000270367","AC092053.1"
"ENSG00000270369","AL591684.3"
"ENSG00000270371","AL122127.1"
"ENSG00000270372","AL162413.1"
"ENSG00000270377","AC097639.2"
"ENSG00000270378","AC020891.4"
"ENSG00000270379","HEATR9"
"ENSG00000270380","AL358215.1"
"ENSG00000270381","AL138963.2"
"ENSG00000270382","AL109918.2"
"ENSG00000270384","U1"
"ENSG00000270385","AC133539.2"
"ENSG00000270387","AC115621.1"
"ENSG00000270388","MTCO3P22"
"ENSG00000270390","AC013444.2"
"ENSG00000270392","PFN1P2"
"ENSG00000270393","AC000095.1"
"ENSG00000270394","MTRNR2L13"
"ENSG00000270395","MREGP1"
"ENSG00000270397","AL670379.2"
"ENSG00000270400","AL512782.1"
"ENSG00000270401","AC140658.4"
"ENSG00000270402","AC011458.1"
"ENSG00000270403","AP001554.1"
"ENSG00000270405","AC104692.2"
"ENSG00000270409","AC090950.1"
"ENSG00000270411","AL354984.3"
"ENSG00000270412","AL136084.3"
"ENSG00000270413","AL355812.1"
"ENSG00000270415","DPPA3P3"
"ENSG00000270416","REXO1L4P"
"ENSG00000270419","CAHM"
"ENSG00000270421","AC022022.2"
"ENSG00000270422","AL133247.2"
"ENSG00000270423","AP001981.2"
"ENSG00000270424","AC145285.6"
"ENSG00000270425","AC002487.1"
"ENSG00000270426","AC099343.2"
"ENSG00000270427","NRBF2P5"
"ENSG00000270429","KNOP1P2"
"ENSG00000270430","AC024589.2"
"ENSG00000270431","AC005000.2"
"ENSG00000270432","OR7E108P"
"ENSG00000270433","AL049829.3"
"ENSG00000270434","AC012044.1"
"ENSG00000270435","AC068733.2"
"ENSG00000270437","AC009501.3"
"ENSG00000270440","AC012175.1"
"ENSG00000270441","AC135506.1"
"ENSG00000270442","AC008725.1"
"ENSG00000270443","AL139344.1"
"ENSG00000270444","AZU1P1"
"ENSG00000270445","AC145423.1"
"ENSG00000270446","AL136363.1"
"ENSG00000270447","AC007179.3"
"ENSG00000270449","AP001485.1"
"ENSG00000270450","IGKV2OR2-7"
"ENSG00000270451","IGHD4OR15-4B"
"ENSG00000270453","AC007566.2"
"ENSG00000270455","AC134882.1"
"ENSG00000270456","AL670379.3"
"ENSG00000270457","AC093424.1"
"ENSG00000270458","AC009779.6"
"ENSG00000270460","AC106900.2"
"ENSG00000270462","AC005034.2"
"ENSG00000270467","IGHV3OR16-12"
"ENSG00000270469","AC006557.5"
"ENSG00000270470","AC064872.1"
"ENSG00000270472","IGHV3OR16-9"
"ENSG00000270474","IGHV3-29"
"ENSG00000270475","AC024563.2"
"ENSG00000270477","AL033523.1"
"ENSG00000270479","BNIP3P37"
"ENSG00000270480","AC073413.1"
"ENSG00000270482","AC026367.1"
"ENSG00000270484","AL078595.2"
"ENSG00000270487","AL355297.2"
"ENSG00000270488","AC079587.1"
"ENSG00000270490","AC110048.1"
"ENSG00000270491","AL359999.1"
"ENSG00000270492","AC137695.1"
"ENSG00000270493","AL670379.4"
"ENSG00000270494","AL513534.2"
"ENSG00000270495","AC008825.2"
"ENSG00000270496","BNIP3P7"
"ENSG00000270497","BX322635.1"
"ENSG00000270499","MKI67P1"
"ENSG00000270500","COX6CP4"
"ENSG00000270503","YTHDF2P1"
"ENSG00000270504","AL391422.3"
"ENSG00000270505","IGHV1OR15-1"
"ENSG00000270506","AC021646.1"
"ENSG00000270507","AL049861.1"
"ENSG00000270509","AL713998.2"
"ENSG00000270510","AP000811.1"
"ENSG00000270512","AC005377.1"
"ENSG00000270513","AC113368.1"
"ENSG00000270516","AC079791.1"
"ENSG00000270518","AC008626.1"
"ENSG00000270521","AL450336.1"
"ENSG00000270522","AL162713.1"
"ENSG00000270523","AC124303.1"
"ENSG00000270524","QTRT1P1"
"ENSG00000270526","SNRPGP19"
"ENSG00000270528","AC021171.1"
"ENSG00000270531","AC022001.1"
"ENSG00000270532","PEBP1P2"
"ENSG00000270533","CR382285.1"
"ENSG00000270535","ELOCP34"
"ENSG00000270538","AC121247.2"
"ENSG00000270540","AC093915.1"
"ENSG00000270541","AC069545.1"
"ENSG00000270542","AL356218.2"
"ENSG00000270544","AC008555.3"
"ENSG00000270547","LINC01235"
"ENSG00000270549","AL451044.1"
"ENSG00000270550","IGHV3-30"
"ENSG00000270552","DUXAP3"
"ENSG00000270553","AC011921.3"
"ENSG00000270554","AC069431.2"
"ENSG00000270555","AC211469.1"
"ENSG00000270557","AC013731.1"
"ENSG00000270558","AC025449.1"
"ENSG00000270560","APOOP1"
"ENSG00000270562","AC097634.1"
"ENSG00000270569","AC068276.1"
"ENSG00000270570","AC140113.1"
"ENSG00000270571","AC007681.1"
"ENSG00000270574","AC010680.2"
"ENSG00000270575","AL160281.1"
"ENSG00000270576","AC005520.4"
"ENSG00000270577","AC006023.1"
"ENSG00000270578","AP000787.2"
"ENSG00000270580","PKD1P6-NPIPP1"
"ENSG00000270583","AL365400.2"
"ENSG00000270584","AC093813.1"
"ENSG00000270585","AL445435.1"
"ENSG00000270587","AC046185.2"
"ENSG00000270588","AC021749.1"
"ENSG00000270589","AL158163.1"
"ENSG00000270591","AL049840.6"
"ENSG00000270593","AC073333.2"
"ENSG00000270598","AL512343.1"
"ENSG00000270601","PRAMEF5"
"ENSG00000270604","HCG17"
"ENSG00000270605","AL353622.1"
"ENSG00000270606","AC025518.2"
"ENSG00000270607","AC009549.1"
"ENSG00000270610","AL160191.2"
"ENSG00000270611","AC006363.1"
"ENSG00000270612","AC112191.3"
"ENSG00000270614","AC011451.2"
"ENSG00000270615","SGO1P1"
"ENSG00000270617","URGCP-MRPS24"
"ENSG00000270618","AL160237.3"
"ENSG00000270619","AL391358.1"
"ENSG00000270620","AL034555.1"
"ENSG00000270623","SPCS2P2"
"ENSG00000270624","AC008555.4"
"ENSG00000270625","AC004835.2"
"ENSG00000270627","AL592221.1"
"ENSG00000270629","NBPF14"
"ENSG00000270631","AL592436.1"
"ENSG00000270632","AL356575.1"
"ENSG00000270634","AC005518.2"
"ENSG00000270638","AL023806.1"
"ENSG00000270639","ECM1P1"
"ENSG00000270640","AC104695.3"
"ENSG00000270641","TSIX"
"ENSG00000270646","AL670379.5"
"ENSG00000270647","TAF15"
"ENSG00000270648","CYP2C61P"
"ENSG00000270652","DPRXP5"
"ENSG00000270654","NUTF2P8"
"ENSG00000270655","AL031320.1"
"ENSG00000270659","AC079610.2"
"ENSG00000270661","Z99289.2"
"ENSG00000270664","AC010900.2"
"ENSG00000270665","HNRNPA1P67"
"ENSG00000270666","AL021918.1"
"ENSG00000270669","AC008638.3"
"ENSG00000270670","MARK2P16"
"ENSG00000270672","MTRNR2L6"
"ENSG00000270673","YTHDF3-AS1"
"ENSG00000270677","AC007363.1"
"ENSG00000270678","AL670379.6"
"ENSG00000270679","AC138473.1"
"ENSG00000270680","AL596092.1"
"ENSG00000270681","AC095055.1"
"ENSG00000270682","AP003357.1"
"ENSG00000270683","FAM71BP1"
"ENSG00000270685","IGHV1OR15-6"
"ENSG00000270688","AL137849.1"
"ENSG00000270689","BUD13P1"
"ENSG00000270690","AC105129.3"
"ENSG00000270691","AL161912.3"
"ENSG00000270694","AC211469.2"
"ENSG00000270695","AL133393.1"
"ENSG00000270696","AC005034.3"
"ENSG00000270697","AC106791.2"
"ENSG00000270698","AC018695.5"
"ENSG00000270699","AC012493.3"
"ENSG00000270701","AP002802.2"
"ENSG00000270702","AC073657.2"
"ENSG00000270704","AC124312.4"
"ENSG00000270705","AL161669.2"
"ENSG00000270706","PRMT1P1"
"ENSG00000270708","KF455155.1"
"ENSG00000270709","AL109653.1"
"ENSG00000270710","FO393422.1"
"ENSG00000270711","AL162431.4"
"ENSG00000270712","AL591222.2"
"ENSG00000270713","AL132994.2"
"ENSG00000270714","AC132812.2"
"ENSG00000270716","BNIP3P15"
"ENSG00000270718","AC084373.1"
"ENSG00000270719","AL390877.1"
"ENSG00000270720","AC104785.1"
"ENSG00000270722","U1"
"ENSG00000270723","RPL23AP92"
"ENSG00000270725","AL356580.1"
"ENSG00000270727","AL590032.1"
"ENSG00000270728","AL035413.2"
"ENSG00000270729","AC004853.1"
"ENSG00000270733","AL355877.2"
"ENSG00000270734","AC136443.5"
"ENSG00000270736","AL670379.7"
"ENSG00000270739","AC090953.1"
"ENSG00000270741","PRELID3BP8"
"ENSG00000270742","AC096947.1"
"ENSG00000270745","AL731768.1"
"ENSG00000270747","AL606490.9"
"ENSG00000270748","IGKV2OR2-1"
"ENSG00000270749","AC064862.7"
"ENSG00000270750","AC080078.2"
"ENSG00000270751","FBXW7-AS1"
"ENSG00000270753","AP001836.1"
"ENSG00000270754","NEK4P3"
"ENSG00000270755","AL136141.1"
"ENSG00000270757","HSPE1-MOB4"
"ENSG00000270759","AC091810.1"
"ENSG00000270760","AD001527.1"
"ENSG00000270761","AL355353.1"
"ENSG00000270762","FXYD6P1"
"ENSG00000270763","DDX43P2"
"ENSG00000270764","AC005070.1"
"ENSG00000270765","GAS2L2"
"ENSG00000270766","AC024940.4"
"ENSG00000270767","AL356157.2"
"ENSG00000270771","AL670379.8"
"ENSG00000270772","AC099777.1"
"ENSG00000270773","AC137695.2"
"ENSG00000270775","AP000436.1"
"ENSG00000270776","AC012443.1"
"ENSG00000270777","AL158042.1"
"ENSG00000270778","BUB1P1"
"ENSG00000270779","AC008782.1"
"ENSG00000270780","AL591742.1"
"ENSG00000270781","AC091133.5"
"ENSG00000270782","AC072026.1"
"ENSG00000270788","PDLIM1P1"
"ENSG00000270789","AC135983.5"
"ENSG00000270790","AC025588.3"
"ENSG00000270791","AC092474.3"
"ENSG00000270792","AL050403.2"
"ENSG00000270793","LLPHP1"
"ENSG00000270794","AC005185.1"
"ENSG00000270797","AC004987.4"
"ENSG00000270798","AC018737.1"
"ENSG00000270799","AC013467.2"
"ENSG00000270800","RPS10-NUDT3"
"ENSG00000270802","AC005776.1"
"ENSG00000270804","AC010326.4"
"ENSG00000270806","C17orf50"
"ENSG00000270807","AC024153.1"
"ENSG00000270808","AC022400.4"
"ENSG00000270809","CHCHD2P11"
"ENSG00000270811","AL590095.2"
"ENSG00000270812","AC002069.2"
"ENSG00000270813","AL035422.2"
"ENSG00000270814","TMEM261P1"
"ENSG00000270815","AC019159.1"
"ENSG00000270816","LINC00221"
"ENSG00000270818","AL445675.1"
"ENSG00000270820","AC016727.1"
"ENSG00000270822","AC092032.1"
"ENSG00000270823","AC007938.2"
"ENSG00000270824","IGHD5OR15-5B"
"ENSG00000270826","Z94722.1"
"ENSG00000270828","AL023806.2"
"ENSG00000270829","AC015849.2"
"ENSG00000270830","AC022441.3"
"ENSG00000270831","NF1P1"
"ENSG00000270832","AC092120.3"
"ENSG00000270835","AP001425.1"
"ENSG00000270837","HNRNPDLP4"
"ENSG00000270838","AL121912.1"
"ENSG00000270839","AC091393.1"
"ENSG00000270842","AC073413.2"
"ENSG00000270846","AC021171.2"
"ENSG00000270849","CHCHD2P3"
"ENSG00000270850","AL356986.1"
"ENSG00000270852","AL390816.3"
"ENSG00000270855","AC099849.1"
"ENSG00000270856","AL353765.1"
"ENSG00000270857","AC007621.1"
"ENSG00000270858","VDAC1P5"
"ENSG00000270859","AC099785.1"
"ENSG00000270861","AP002906.1"
"ENSG00000270863","DDX55P1"
"ENSG00000270864","IGHV3OR16-6"
"ENSG00000270865","RPL12P48"
"ENSG00000270866","AC067773.1"
"ENSG00000270868","AP000942.3"
"ENSG00000270870","AC004805.2"
"ENSG00000270871","AC015849.3"
"ENSG00000270872","SRGAP2D"
"ENSG00000270874","RPAP2P1"
"ENSG00000270876","ZNF30-AS1"
"ENSG00000270878","AL136038.4"
"ENSG00000270880","AC128687.1"
"ENSG00000270882","HIST2H4A"
"ENSG00000270883","AC080078.3"
"ENSG00000270885","RASL10B"
"ENSG00000270889","AC087072.1"
"ENSG00000270890","AL049844.2"
"ENSG00000270891","AC012507.3"
"ENSG00000270892","AC006077.1"
"ENSG00000270893","AC008277.2"
"ENSG00000270894","AC015849.4"
"ENSG00000270896","AL645939.4"
"ENSG00000270897","AC111188.3"
"ENSG00000270898","GPR75-ASB3"
"ENSG00000270900","AL360272.1"
"ENSG00000270902","AL160290.3"
"ENSG00000270903","HNRNPA3P9"
"ENSG00000270904","AC008385.1"
"ENSG00000270906","MTND4P35"
"ENSG00000270909","CR788268.1"
"ENSG00000270911","AC114878.2"
"ENSG00000270912","RPS28P1"
"ENSG00000270914","AL096840.1"
"ENSG00000270915","AC073410.2"
"ENSG00000270916","RPL12P50"
"ENSG00000270917","AL161911.2"
"ENSG00000270919","AC108451.2"
"ENSG00000270920","MCRIP2P2"
"ENSG00000270921","CICP23"
"ENSG00000270923","TAS2R6P"
"ENSG00000270924","AC140658.5"
"ENSG00000270926","AC008013.3"
"ENSG00000270927","AL645944.1"
"ENSG00000270929","SRD5A3P1"
"ENSG00000270930","GRAMD4P8"
"ENSG00000270933","AC010719.1"
"ENSG00000270934","AL512430.4"
"ENSG00000270935","AL021808.1"
"ENSG00000270936","AL034351.1"
"ENSG00000270937","AL033381.2"
"ENSG00000270938","RAP2CP1"
"ENSG00000270941","AC006254.2"
"ENSG00000270945","HSPE1P7"
"ENSG00000270946","CT45A9"
"ENSG00000270947","AC025811.1"
"ENSG00000270948","MTDHP1"
"ENSG00000270951","AL121917.2"
"ENSG00000270953","AC007938.3"
"ENSG00000270954","RPSAP75"
"ENSG00000270955","AC135731.2"
"ENSG00000270956","AC009948.4"
"ENSG00000270957","AC092175.1"
"ENSG00000270959","LPP-AS2"
"ENSG00000270960","AC106872.11"
"ENSG00000270961","IGHD5OR15-5A"
"ENSG00000270962","AC239800.4"
"ENSG00000270964","AC016355.1"
"ENSG00000270965","NTAN1P1"
"ENSG00000270966","AC087763.1"
"ENSG00000270969","AP001823.1"
"ENSG00000270971","REXO1L8P"
"ENSG00000270972","AC136475.9"
"ENSG00000270973","SMARCE1P7"
"ENSG00000270975","MAGOH3P"
"ENSG00000270976","AL596327.1"
"ENSG00000270977","AC015849.5"
"ENSG00000270978","AC091982.3"
"ENSG00000270980","AC060764.1"
"ENSG00000270981","AC092944.2"
"ENSG00000270982","AL353621.2"
"ENSG00000270983","AL589674.2"
"ENSG00000270986","HMGB1P51"
"ENSG00000270987","AL133338.2"
"ENSG00000270988","AC019257.2"
"ENSG00000270989","AC139493.1"
"ENSG00000270990","AC069304.2"
"ENSG00000270992","AC024085.1"
"ENSG00000270993","AC111186.1"
"ENSG00000270994","AL157899.1"
"ENSG00000270995","AL137072.1"
"ENSG00000270996","AC005034.4"
"ENSG00000270997","AC073137.1"
"ENSG00000270999","IGKV1OR2-118"
"ENSG00000271002","AC129492.5"
"ENSG00000271003","AC009237.13"
"ENSG00000271005","CTHRC1P1"
"ENSG00000271009","AC116667.1"
"ENSG00000271010","AC011475.1"
"ENSG00000271011","AC010680.3"
"ENSG00000271013","LRRC37A9P"
"ENSG00000271014","AC062037.1"
"ENSG00000271015","IGKV2OR2-7D"
"ENSG00000271018","AC013244.1"
"ENSG00000271020","AC112220.2"
"ENSG00000271021","AC239600.1"
"ENSG00000271022","AP002365.1"
"ENSG00000271024","HSPE1P19"
"ENSG00000271025","AP000907.4"
"ENSG00000271026","KATNBL1P1"
"ENSG00000271027","AC006380.1"
"ENSG00000271028","AC009643.2"
"ENSG00000271029","AC135178.6"
"ENSG00000271032","AC020907.4"
"ENSG00000271034","AC139700.1"
"ENSG00000271035","AC010385.2"
"ENSG00000271036","CLPTM1LP1"
"ENSG00000271040","AL390955.2"
"ENSG00000271041","AL670379.9"
"ENSG00000271042","AL078603.1"
"ENSG00000271043","MTRNR2L2"
"ENSG00000271044","AC087468.1"
"ENSG00000271045","NDUFB9P1"
"ENSG00000271046","AL512631.1"
"ENSG00000271047","AC092447.9"
"ENSG00000271048","AC087045.1"
"ENSG00000271049","AC020910.3"
"ENSG00000271052","AC108738.1"
"ENSG00000271053","AC093765.1"
"ENSG00000271056","AL136363.2"
"ENSG00000271057","AC073648.5"
"ENSG00000271063","SNRPGP17"
"ENSG00000271064","AC027644.2"
"ENSG00000271065","AC107031.1"
"ENSG00000271070","GMCL1P2"
"ENSG00000271071","AL513548.2"
"ENSG00000271072","PHBP20"
"ENSG00000271074","AC012491.1"
"ENSG00000271075","AL139317.4"
"ENSG00000271077","AC096553.1"
"ENSG00000271078","AC139426.3"
"ENSG00000271079","CTAGE15"
"ENSG00000271081","AC009314.1"
"ENSG00000271086","NAMA"
"ENSG00000271088","AL161722.3"
"ENSG00000271092","TMEM56-RWDD3"
"ENSG00000271093","IGLCOR22-2"
"ENSG00000271094","AL022161.1"
"ENSG00000271095","BNIP3P28"
"ENSG00000271096","SUMO2P14"
"ENSG00000271097","AC083899.3"
"ENSG00000271098","IMMP1LP3"
"ENSG00000271099","AL357315.2"
"ENSG00000271100","AP000753.3"
"ENSG00000271101","AC005181.1"
"ENSG00000271105","AC133552.5"
"ENSG00000271108","KATNBL1P5"
"ENSG00000271109","AC008555.5"
"ENSG00000271111","AL365503.1"
"ENSG00000271113","AC079089.3"
"ENSG00000271114","AL590392.1"
"ENSG00000271115","AC010738.1"
"ENSG00000271117","AC078841.1"
"ENSG00000271118","AC012119.1"
"ENSG00000271119","AC026412.3"
"ENSG00000271121","NUDT4P2"
"ENSG00000271122","AC018647.2"
"ENSG00000271123","ELOCP5"
"ENSG00000271127","AP000526.1"
"ENSG00000271128","AC008608.1"
"ENSG00000271129","AC009027.1"
"ENSG00000271130","IGHV3OR16-8"
"ENSG00000271131","AC024220.1"
"ENSG00000271133","AC004130.1"
"ENSG00000271134","AC012498.2"
"ENSG00000271136","AL592504.1"
"ENSG00000271137","AC006254.3"
"ENSG00000271138","IGLVIVOR22-1"
"ENSG00000271140","PRR20FP"
"ENSG00000271141","AC010680.4"
"ENSG00000271142","YWHAQP7"
"ENSG00000271143","AL357137.1"
"ENSG00000271146","AC018889.1"
"ENSG00000271147","ARMCX5-GPRASP2"
"ENSG00000271148","AC023762.1"
"ENSG00000271149","AC011467.6"
"ENSG00000271150","AC008745.1"
"ENSG00000271151","AC016737.1"
"ENSG00000271153","RPL23AP88"
"ENSG00000271154","AL670379.10"
"ENSG00000271155","AL161729.1"
"ENSG00000271156","AC090578.1"
"ENSG00000271157","AL022154.1"
"ENSG00000271158","AL450472.2"
"ENSG00000271159","HINT1P2"
"ENSG00000271161","BOLA2P2"
"ENSG00000271162","AL022099.1"
"ENSG00000271163","AC004840.2"
"ENSG00000271164","AL139286.1"
"ENSG00000271166","AL671309.1"
"ENSG00000271167","LINC01109"
"ENSG00000271171","AC008555.6"
"ENSG00000271172","AC104662.1"
"ENSG00000271173","AL355989.2"
"ENSG00000271174","AC104440.1"
"ENSG00000271175","AC016925.2"
"ENSG00000271177","AC010200.2"
"ENSG00000271178","IGHV3OR16-13"
"ENSG00000271179","AC098826.3"
"ENSG00000271180","AL158801.4"
"ENSG00000271181","Z99916.2"
"ENSG00000271182","AC123912.5"
"ENSG00000271184","AC005252.1"
"ENSG00000271185","AC007029.1"
"ENSG00000271187","AL713866.2"
"ENSG00000271190","RPP40P2"
"ENSG00000271192","AC006058.2"
"ENSG00000271194","RNF138P2"
"ENSG00000271195","AC018618.2"
"ENSG00000271196","AC113403.1"
"ENSG00000271198","VDAC3P1"
"ENSG00000271199","AL353804.2"
"ENSG00000271200","AC099791.2"
"ENSG00000271201","AC247036.1"
"ENSG00000271202","PRR13P7"
"ENSG00000271204","AC016831.5"
"ENSG00000271205","Z83818.1"
"ENSG00000271207","MTCO1P22"
"ENSG00000271208","Z99289.3"
"ENSG00000271209","BRDTP1"
"ENSG00000271211","AL670379.11"
"ENSG00000271214","AL138895.2"
"ENSG00000271215","RPL21P136"
"ENSG00000271216","LINC01050"
"ENSG00000271218","AL033384.2"
"ENSG00000271219","AC011626.1"
"ENSG00000271220","AL355376.2"
"ENSG00000271222","AC091152.3"
"ENSG00000271225","BNIP3P4"
"ENSG00000271227","AL109918.3"
"ENSG00000271228","AL121655.1"
"ENSG00000271230","AC027334.1"
"ENSG00000271231","KRT18P9"
"ENSG00000271232","CARSP1"
"ENSG00000271234","AL078605.1"
"ENSG00000271235","AC114477.1"
"ENSG00000271236","SUMO2P15"
"ENSG00000271237","HMGB1P50"
"ENSG00000271238","AC023932.2"
"ENSG00000271239","AC007423.1"
"ENSG00000271240","AC110741.2"
"ENSG00000271242","PRELID3BP2"
"ENSG00000271243","AC016727.2"
"ENSG00000271245","AL136139.1"
"ENSG00000271248","AC091193.1"
"ENSG00000271249","DIMT1P1"
"ENSG00000271250","AL158032.1"
"ENSG00000271251","AC025946.2"
"ENSG00000271252","AL683887.1"
"ENSG00000271253","AC011891.2"
"ENSG00000271257","AC008814.1"
"ENSG00000271259","AC010201.1"
"ENSG00000271264","MZT1P1"
"ENSG00000271265","AL355297.3"
"ENSG00000271266","LAPTM4BP2"
"ENSG00000271267","AL353807.4"
"ENSG00000271268","AC015849.6"
"ENSG00000271269","AL353778.1"
"ENSG00000271270","TMCC1-AS1"
"ENSG00000271271","UGT2A2"
"ENSG00000271272","AC068802.1"
"ENSG00000271275","AC007326.1"
"ENSG00000271277","AL356280.1"
"ENSG00000271278","ELOCP33"
"ENSG00000271283","AC011458.2"
"ENSG00000271284","SMIM12P1"
"ENSG00000271286","U73023.1"
"ENSG00000271287","BCRP9"
"ENSG00000271288","IGHV1OR15-3"
"ENSG00000271290","AL390058.1"
"ENSG00000271291","AC245014.2"
"ENSG00000271296","AC233724.14"
"ENSG00000271298","AL080274.1"
"ENSG00000271299","AC008962.1"
"ENSG00000271302","AC105254.2"
"ENSG00000271303","SRXN1"
"ENSG00000271304","AL133507.1"
"ENSG00000271306","RAC1P9"
"ENSG00000271307","AF146191.1"
"ENSG00000271309","AC140113.2"
"ENSG00000271313","AC069114.2"
"ENSG00000271314","AL161729.2"
"ENSG00000271315","AC174048.1"
